comment,label,category
"Chắc phải uống thuốc thần kinh gấp",toxic,insult
"Nhìn mặt thôi đã thấy ghét rồi",toxic,insult
"Phát ngôn như thứ thất học",toxic,insult
"Không biết điều thì im giùm cái",toxic,insult
"Cái thứ rác rưởi thích gây chú ý",toxic,insult
"Đã vô dụng còn thích làm trò hề",toxic,insult
"Đừng làm bẩn mắt người khác nữa",toxic,insult
"Chắc thiếu tình thương hay sao mà vậy",toxic,insult
"Cái mặt này nhìn phát muốn đấm",toxic,insult
"Im lặng để người khác đỡ khó chịu dùm",toxic,insult
"Càng nói càng thể hiện mình vô học",toxic,insult
"Cái thứ thất bại của xã hội",toxic,insult
"Thấy bạn nói thôi đã muốn nôn rồi",toxic,insult
"Nghe bạn nói thấy IQ giảm luôn",toxic,insult
"Không hiểu sao vẫn có người chịu nổi bạn",toxic,insult
"Thứ ăn hại xã hội là đây",toxic,insult
"Càng ngày càng thấy bạn kém cỏi",toxic,insult
"Loại này chỉ biết đi gây phiền cho người khác",toxic,insult
"Phát ngôn như không có não",toxic,insult
"Không ai cần nghe bạn nói đâu",toxic,insult
"Mày nên đi chữa bệnh tâm lý đi",toxic,insult
"Sống kiểu bạn chắc chẳng ai ưa nổi",toxic,insult
"Loại này thì xã hội không cần đâu",toxic,insult
"Có não mà không dùng thì vứt đi",toxic,insult
"Nhìn bạn thôi đã thấy cuộc đời bất công",toxic,insult
"Đừng mở miệng nói thêm câu nào nữa",toxic,insult
"Mày đúng là không đáng để người ta quan tâm",toxic,insult
"Cái loại gây ô nhiễm không gian mạng",toxic,insult
"Người như mày nên biến mất khỏi internet",toxic,insult
"Ai nói chuyện được với thứ ngu si này",toxic,insult
"Làm người mà sống phí vậy bạn",toxic,insult
"Bạn đúng là đồ bỏ đi",toxic,insult
"Thứ cặn bã xã hội",toxic,insult
"Bớt sân si lại cho cuộc đời dễ thở",toxic,insult
"Loại này nên tránh xa ra càng tốt",toxic,insult
"Sống kiểu này chỉ tổ làm phiền thiên hạ",toxic,insult
"Nhìn là biết không có tương lai rồi",toxic,insult
"Thấy bạn sống mà tội nghiệp thật sự",toxic,insult
"Im lặng đi không ai cần bạn lên tiếng",toxic,insult
"Bạn là ví dụ cho sự thất bại",toxic,insult
"Có mặt bạn trên đời đúng là dư thừa",toxic,insult
"Đi chữa não giùm đi",toxic,insult
"Cái thứ không ai ưa nổi",toxic,insult
"Xấu tính như vậy ai mà chơi nổi",toxic,insult
"Nhìn bạn sống chỉ muốn né gấp",toxic,insult
"Đừng cố gắng tỏ ra thông minh nữa",toxic,insult
"Chỉ biết đi gây sự với thiên hạ",toxic,insult
"Làm ơn đừng xuất hiện trên mạng nữa",toxic,insult
"Đã dốt còn thích thể hiện",toxic,insult
"Loại này tốt nhất nên im lặng",toxic,insult
"Sống như bạn thật phí cuộc đời",toxic,insult
"Chắc cha mẹ cũng thấy nhục nhã",toxic,insult
"Phát ngôn nghe chói tai thật",toxic,insult
"Mày đúng là hết thuốc chữa rồi",toxic,insult
"Xấu cả người lẫn nết luôn",toxic,insult
"Ai mà giao du với loại này được",toxic,insult
"Bạn sinh ra đúng là lỗi của tạo hoá",toxic,insult
"Không ai muốn nói chuyện với bạn đâu",toxic,insult
"Nhìn thôi đã muốn bỏ chạy rồi",toxic,insult
"Thứ này chắc sống không ai chơi chung",toxic,insult
"Video tệ nhất từng xem luôn đó",toxic,insult
"Nội dung nhạt nhẽo mà cũng đòi làm YouTuber",toxic,insult
"Nhìn mặt dốt chưa từng thấy",toxic,insult
"Làm màu câu view rẻ tiền quá",toxic,insult
"Làm YouTube mà chẳng ra cái gì",toxic,insult
"Xàm quá, phí mấy phút cuộc đời",toxic,insult
"Bớt giả trân đi bạn ơi",toxic,insult
"Giọng nói nghe phát chán luôn",toxic,insult
"Xem clip thấy tệ vô cùng",toxic,insult
"Cái này mà cũng lên trending hả?",toxic,insult
"Thấy clip này chỉ muốn dislike thôi",toxic,insult
"Nói chuyện chẳng có gì hay ho",toxic,insult
"Phí dung lượng mạng quá",toxic,insult
"Làm clip chỉ để câu donate à?",toxic,insult
"Chả hiểu sao có người đăng ký kênh này",toxic,insult
"Chuyên đi ăn cắp content của người khác",toxic,insult
"Chán chẳng buồn bình luận",toxic,insult
"Nên xoá kênh đi cho sạch YouTube",toxic,insult
"Có clip nào chất lượng đâu mà khoe",toxic,insult
"Review mà chẳng có tâm gì cả",toxic,insult
"Làm gì cũng thấy giả tạo",toxic,insult
"Nhìn mặt là thấy giả trân rồi",toxic,insult
"Không có tí sáng tạo nào luôn",toxic,insult
"Bớt diễn lại đi bạn",toxic,insult
"Nói nhảm nhí không à",toxic,insult
"Đã xấu lại còn lên hình làm gì",toxic,insult
"Kênh này chỉ toàn nhảm nhí",toxic,insult
"Làm content như này là xúc phạm người xem",toxic,insult
"Chuyên môn kém mà cứ thích thể hiện",toxic,insult
"Nội dung độc hại quá",toxic,insult
"Đừng up mấy cái clip kiểu này nữa",toxic,insult
"Phí thời gian xem video này",toxic,insult
"Chỉ giỏi làm màu làm mè",toxic,insult
"Nghe nhức cả đầu",toxic,insult
"Càng xem càng bực mình",toxic,insult
"Chán không tả được",toxic,insult
"Đúng là content rác",toxic,insult
"Làm YouTube kiểu này nên nghỉ đi",toxic,insult
"Nghe xong muốn tắt luôn điện thoại",toxic,insult
"Xem mà muốn unfollow luôn",toxic,insult
"Clip vô bổ vãi",toxic,insult
"Chỉ giỏi drama chứ không có gì hay",toxic,insult
"Vlog mà như hài nhảm vậy",toxic,insult
"Lên sóng chỉ tổ xấu hổ",toxic,insult
"Cứ tưởng nổi tiếng lắm",toxic,insult
"Coi mà ức chế luôn á",toxic,insult
"Toàn spam quảng cáo, nản!",toxic,insult
"Comment này chắc bị xoá vì nói thật",toxic,insult
"Bớt sân si đi, làm clip cho tử tế vào",toxic,insult
"Không hiểu sao còn ai xem",toxic,insult
"Hàng lởm mà bán giá trên trời",toxic,insult
"Shop tư vấn như kiểu không cần khách",toxic,insult
"Đồ thì rẻ tiền mà quảng cáo như thật",toxic,insult
"Bán hàng như lừa đảo ấy",toxic,insult
"Giao hàng chậm như rùa bò",toxic,insult
"Nhân viên thái độ cực kỳ tệ",toxic,insult
"Mua 1 lần chừa đến già luôn",toxic,insult
"Đồ dởm mà cũng quảng cáo ầm ĩ",toxic,insult
"Đặt hàng thì gửi linh tinh",toxic,insult
"Hàng lỗi mà không cho đổi trả",toxic,insult
"Sản phẩm tệ kinh khủng",toxic,insult
"Đóng gói ẩu tả, hàng về bể hết",toxic,insult
"Trả lời tin nhắn như muốn đuổi khách",toxic,insult
"Đồ thì hỏng, giao lại còn thiếu",toxic,insult
"Đặt hàng trăm lần rồi mà lần nào cũng lỗi",toxic,insult
"Bán hàng kiểu này sớm phá sản thôi",toxic,insult
"Sản phẩm khác hoàn toàn mô tả",toxic,insult
"Mua về chỉ muốn vứt đi",toxic,insult
"Shop treo đầu dê bán thịt chó",toxic,insult
"Bán hàng không có tâm",toxic,insult
"Shop này nên đóng cửa đi là vừa",toxic,insult
"Quá thất vọng về chất lượng phục vụ",toxic,insult
"Đặt size S giao size XL",toxic,insult
"Hàng bị bẩn, rách mà dám giao cho khách",toxic,insult
"Sản phẩm không đáng đồng tiền",toxic,insult
"Shop block khách sau khi nhận phản ánh",toxic,insult
"Quảng cáo 1 đằng giao 1 nẻo",toxic,insult
"Nhận được hàng mà muốn khóc luôn",toxic,insult
"Đổi trả mất cả tháng trời",toxic,insult
"Đồ không khác gì đồ secondhand",toxic,insult
"Hàng xài được 1 ngày thì hỏng",toxic,insult
"Shop này chỉ giỏi lừa người mới mua lần đầu",toxic,insult
"Hàng fake bán giá hàng auth",toxic,insult
"Shop hứa như mía lùi, làm chẳng ra gì",toxic,insult
"Bán hàng mà chẳng biết xấu hổ",toxic,insult
"Không thèm đánh giá 1 sao vì phí công",toxic,insult
"Mất tiền oan vì tin quảng cáo",toxic,insult
"Hỗ trợ khách như đùa",toxic,insult
"Sau này có cho cũng không dám đặt lại",toxic,insult
"Nhận hàng như bị ăn cú lừa",toxic,insult
"Shop lươn lẹo, không biết giữ chữ tín",toxic,insult
"Đánh giá tốt toàn seeder thôi",toxic,insult
"Đồ rẻ mà chất lượng cũng rẻ theo",toxic,insult
"Shop hứa giao nhanh mà chờ mòn cổ",toxic,insult
"Giao thiếu phụ kiện mà không giải quyết",toxic,insult
"Đơn giản là quá thất vọng",toxic,insult
"Hỏi thì trả lời như ban phát",toxic,insult
"Shop chỉ quan tâm doanh số, không quan tâm khách",toxic,insult
"Sản phẩm lỗi trả bảo hành như đánh đố",toxic,insult
"Chăm sóc khách hàng như không",toxic,insult
"Shop bán hàng nhái mà giá như hàng thật",toxic,insult
"Đặt hàng xong như mất tích luôn",toxic,insult
"Nhân viên tư vấn như robot không não",toxic,insult
"Hàng về không giống ảnh tí nào",toxic,insult
"Bảo hành hư tìm đâu ra shop",toxic,insult
"Đóng gói như ném vào thùng rác",toxic,insult
"Chất lượng tệ hại không tả nổi",toxic,insult
"Shop lừa đảo không khác gì tội phạm",toxic,insult
"Giao hàng chậm như thế kỷ trước",toxic,insult
"Hỏi gì cũng trả lời qua loa",toxic,insult
"Mua 1 được nửa, thiếu hoài",toxic,insult
"Shop nói dối như lật mặt tráng hạ",toxic,insult
"Hàng tệ mà còn khoe trên trời",toxic,insult
"Đặt hàng như đi ăn xin",toxic,insult
"Nhận hàng muốn ném luôn",toxic,insult
"Shop block khách thay vì giải quyết",toxic,insult
"Quảng cáo 99% là lừa đảo",toxic,insult
"Hàng fake bán như hàng xịn",toxic,insult
"Đổi trả như đi làm quan",toxic,insult
"Sản phẩm không ra gì nhưng giá cắt cổ",toxic,insult
"Shop chỉ biết hút máu khách hàng",toxic,insult
"Tư vấn như không muốn bán",toxic,insult
"Hàng lỗi mà bảo khách dùng sai",toxic,insult
"Giao hàng sai màu sai size hoài",toxic,insult
"Shop không có uy tín gì cả",toxic,insult
"Đặt mua online như đánh bạc",toxic,insult
"Nhân viên thái độ như thù địch",toxic,insult
"Hàng rẻ tiền mà chất lượng còn rẻ hơn",toxic,insult
"Khuyến mãi lừa đảo 100%",toxic,insult
"Shop này mở ra để làm hại khách",toxic,insult
"Mua hàng như mua phiền toái",toxic,insult
"Đóng gói bằng giấy báo cũ",toxic,insult
"Hứa trời hứa đất mà làm không ra gì",toxic,insult
"Sản phẩm tệ nhất từng thấy",toxic,insult
"Shop lấy tiền khách rồi im luôn",toxic,insult
"Giao hàng COD mà thiếu tiền thừa",toxic,insult
"Hỏi thông tin mà trả lời như đuổi khách",toxic,insult
"Đặt hàng online nhận được đồ bãi",toxic,insult
"Shop nói không với lương tâm",toxic,insult
"Hàng không qua được kiểm định nào",toxic,insult
"Bán hàng mà không biết hàng gì",toxic,insult
"Khách phàn nàn thì chặn luôn",toxic,insult
"Đánh giá 1 sao mà còn thấy cao",toxic,insult
"Shop này chuyên lừa gạt",toxic,insult
"Hàng về muốn đốt cho sạch",toxic,insult
"Dịch vụ tệ hại không lời nào tả",toxic,insult
"Đặt hàng như mời họa vào người",toxic,insult
"Shop chỉ biết hưởng lợi từ khách",toxic,insult
"Giao hàng như ném đá qua cửa",toxic,insult
"Hàng nhái mà còn bảo chính hãng",toxic,insult
"Shop lươn lẹo không chịu nhận lỗi",toxic,insult
"Đổi trả phải xin xỏ như ăn xin",toxic,insult
"Hàng kém chất lượng kinh hoàng",toxic,insult
"Shop chỉ giỏi móc túi khách hàng",toxic,insult
